status,cocos4_symbol,cocos4_kind,cocos4_module,cocos4_path,cocos4_line,rust_symbol,rust_kind,rust_module,rust_path,rust_line,notes,cocos4_signature,rust_signature
missing,StencilSharedBufferView,enum,2d,cocos/2d/renderer/stencil-manager.ts,57,,,,,,no public Rust symbol candidate found by current scanner,export enum StencilSharedBufferView {,
same-name,StencilManager,class,2d,cocos/2d/renderer/stencil-manager.ts,86,StencilManager,trait,2d,src/2d/renderer/stencil.rs,69,name-normalized exact match in equivalent module,export class StencilManager {,pub trait StencilManager: RefCounted {
missing,vfmt,const,2d,cocos/2d/renderer/vertex-format.ts,37,,,,,,no public Rust symbol candidate found by current scanner,export const vfmt = [,
missing,vfmtPosColor,const,2d,cocos/2d/renderer/vertex-format.ts,49,,,,,,no public Rust symbol candidate found by current scanner,export const vfmtPosColor = [,
missing,vfmtPosUvColor,const,2d,cocos/2d/renderer/vertex-format.ts,64,,,,,,no public Rust symbol candidate found by current scanner,export const vfmtPosUvColor = [,
missing,vfmtPosUvColor4B,const,2d,cocos/2d/renderer/vertex-format.ts,80,,,,,,no public Rust symbol candidate found by current scanner,export const vfmtPosUvColor4B = [,
missing,vfmtPosUvTwoColor,const,2d,cocos/2d/renderer/vertex-format.ts,98,,,,,,no public Rust symbol candidate found by current scanner,export const vfmtPosUvTwoColor = [,
missing,vfmtPosUvTwoColor4B,const,2d,cocos/2d/renderer/vertex-format.ts,117,,,,,,no public Rust symbol candidate found by current scanner,export const vfmtPosUvTwoColor4B = [,
missing,getComponentPerVertex,function,2d,cocos/2d/renderer/vertex-format.ts,130,,,,,,no public Rust symbol candidate found by current scanner,export function getComponentPerVertex (attrs: Attribute[]): number {,
missing,getAttributeStride,function,2d,cocos/2d/renderer/vertex-format.ts,147,,,,,,no public Rust symbol candidate found by current scanner,export function getAttributeStride (attrs: Attribute[]): number {,
missing,DynamicAtlasManager,class,2d,cocos/2d/utils/dynamic-atlas/atlas-manager.ts,45,,,,,,no public Rust symbol candidate found by current scanner,export class DynamicAtlasManager extends System {,
missing,dynamicAtlasManager,const,2d,cocos/2d/utils/dynamic-atlas/atlas-manager.ts,303,,,,,,no public Rust symbol candidate found by current scanner,export const dynamicAtlasManager: DynamicAtlasManager = DynamicAtlasManager.instance = new DynamicAtlasManager();,
missing,Atlas,class,2d,cocos/2d/utils/dynamic-atlas/atlas.ts,38,,,,,,no public Rust symbol candidate found by current scanner,export class Atlas {,
missing,DynamicAtlasTexture,class,2d,cocos/2d/utils/dynamic-atlas/atlas.ts,229,,,,,,no public Rust symbol candidate found by current scanner,export class DynamicAtlasTexture extends Texture2D {,
missing,loadFont,function,2d,cocos/2d/utils/font-loader.ts,153,,,,,,no public Rust symbol candidate found by current scanner,"export function loadFont (url: string, options: Record<string, any>, onComplete: ((err: Error | null, data?: any | null) => void)): void {",
missing,getFontFamily,function,2d,cocos/2d/utils/font-loader.ts,213,,,,,,no public Rust symbol candidate found by current scanner,export function getFontFamily (fontHandle: string): string {,
missing,IHtmlTextParserResultObj,interface,2d,cocos/2d/utils/html-text-parser.ts,40,,,,,,no public Rust symbol candidate found by current scanner,export interface IHtmlTextParserResultObj{,
missing,IHtmlTextParserStack,interface,2d,cocos/2d/utils/html-text-parser.ts,50,,,,,,no public Rust symbol candidate found by current scanner,export interface IHtmlTextParserStack{,
missing,HtmlTextParser,class,2d,cocos/2d/utils/html-text-parser.ts,72,,,,,,no public Rust symbol candidate found by current scanner,export class HtmlTextParser {,
missing,Atlas,reexport,2d,cocos/2d/utils/index.ts,30,,,,,,no public Rust symbol candidate found by current scanner,export { Atlas } from './dynamic-atlas/atlas';,
missing,BASELINE_RATIO,const,2d,cocos/2d/utils/text-utils.ts,31,,,,,,no public Rust symbol candidate found by current scanner,export const BASELINE_RATIO = 0.26;,
missing,MIDDLE_RATIO,const,2d,cocos/2d/utils/text-utils.ts,53,,,,,,no public Rust symbol candidate found by current scanner,export const MIDDLE_RATIO = (BASELINE_RATIO + 1) / 2 - BASELINE_RATIO;,
missing,getBaselineOffset,function,2d,cocos/2d/utils/text-utils.ts,54,,,,,,no public Rust symbol candidate found by current scanner,export function getBaselineOffset (): number {,
missing,LRUCache,class,2d,cocos/2d/utils/text-utils.ts,77,,,,,,no public Rust symbol candidate found by current scanner,export class LRUCache {,
missing,isUnicodeCJK,function,2d,cocos/2d/utils/text-utils.ts,178,,,,,,no public Rust symbol candidate found by current scanner,export function isUnicodeCJK (ch: string): boolean {,
missing,isUnicodeSpace,function,2d,cocos/2d/utils/text-utils.ts,189,,,,,,no public Rust symbol candidate found by current scanner,export function isUnicodeSpace (ch: string): boolean {,
missing,safeMeasureText,function,2d,cocos/2d/utils/text-utils.ts,206,,,,,,no public Rust symbol candidate found by current scanner,"export function safeMeasureText (ctx: CanvasRenderingContext2D, string: string, desc?: string): number {",
missing,getSymbolLength,function,2d,cocos/2d/utils/text-utils.ts,221,,,,,,no public Rust symbol candidate found by current scanner,export function getSymbolLength (str: string): number {,
missing,getSymbolAt,function,2d,cocos/2d/utils/text-utils.ts,254,,,,,,no public Rust symbol candidate found by current scanner,"export function getSymbolAt (str: string, index: number): string  {",
missing,getSymbolCodeAt,function,2d,cocos/2d/utils/text-utils.ts,293,,,,,,no public Rust symbol candidate found by current scanner,"export function getSymbolCodeAt (str: string, index: number): string  {",
missing,isEnglishWordPartAtFirst,function,2d,cocos/2d/utils/text-utils.ts,408,,,,,,no public Rust symbol candidate found by current scanner,export function isEnglishWordPartAtFirst (stringToken: string): boolean {,
missing,isEnglishWordPartAtLast,function,2d,cocos/2d/utils/text-utils.ts,414,,,,,,no public Rust symbol candidate found by current scanner,export function isEnglishWordPartAtLast (stringToken: string): boolean {,
missing,getEnglishWordPartAtFirst,function,2d,cocos/2d/utils/text-utils.ts,420,,,,,,no public Rust symbol candidate found by current scanner,export function getEnglishWordPartAtFirst (stringToken: string): RegExpExecArray | null {,
missing,getEnglishWordPartAtLast,function,2d,cocos/2d/utils/text-utils.ts,427,,,,,,no public Rust symbol candidate found by current scanner,export function getEnglishWordPartAtLast (stringToken: string): RegExpExecArray | null {,
missing,fragmentText,function,2d,cocos/2d/utils/text-utils.ts,434,,,,,,no public Rust symbol candidate found by current scanner,"export function fragmentText (stringToken: string, allWidth: number, maxWidth: number, measureText: (string: string) => number): string[] {",
same-name,Mesh,reexport,3d,cocos/3d/assets/index.ts,28,Mesh,trait,3d,src/3d/asset.rs,29,name-normalized exact match in equivalent module,export { Mesh } from './mesh';,pub trait Mesh: RefCounted {
same-name-candidate,Skeleton,reexport,3d,cocos/3d/assets/index.ts,29,skeleton,mod,spine,src/spine/mod.rs,4,name-normalized exact match in a different module; manual review required,export { Skeleton } from './skeleton';,pub mod skeleton;
same-name,Morph,reexport type,3d,cocos/3d/assets/index.ts,30,morph,mod,3d,src/3d/models/mod.rs,6,name-normalized exact match in equivalent module,"export type { Morph, MorphTarget, SubMeshMorph } from './morph';",pub mod morph;
same-name,MorphTarget,reexport type,3d,cocos/3d/assets/index.ts,30,MorphTarget,struct,3d,src/3d/model.rs,20,name-normalized exact match in equivalent module,"export type { Morph, MorphTarget, SubMeshMorph } from './morph';",pub struct MorphTarget {
missing,SubMeshMorph,reexport type,3d,cocos/3d/assets/index.ts,30,,,,,,no public Rust symbol candidate found by current scanner,"export type { Morph, MorphTarget, SubMeshMorph } from './morph';",
same-name,Mesh,namespace,3d,cocos/3d/assets/mesh.jsb.ts,30,Mesh,trait,3d,src/3d/asset.rs,29,name-normalized exact match in equivalent module,export declare namespace Mesh {,pub trait Mesh: RefCounted {
missing,IBufferView,interface,3d,cocos/3d/assets/mesh.jsb.ts,31,,,,,,no public Rust symbol candidate found by current scanner,export interface IBufferView {,
missing,IVertexBundle,type,3d,cocos/3d/assets/mesh.jsb.ts,37,,,,,,no public Rust symbol candidate found by current scanner,export type IVertexBundle = JsbMesh.IVertexBundle;,
renamed-candidate,ISubMesh,type,3d,cocos/3d/assets/mesh.jsb.ts,38,SubMesh,struct,3d,src/3d/mesh.rs,57,similar-name candidate only; manual signature and behavior review required,export type ISubMesh = JsbMesh.ISubMesh;,pub struct SubMesh {
missing,IDynamicInfo,type,3d,cocos/3d/assets/mesh.jsb.ts,39,,,,,,no public Rust symbol candidate found by current scanner,export type IDynamicInfo = JsbMesh.IDynamicInfo;,
missing,IDynamicStruct,type,3d,cocos/3d/assets/mesh.jsb.ts,40,,,,,,no public Rust symbol candidate found by current scanner,export type IDynamicStruct = JsbMesh.IDynamicStruct;,
missing,IStruct,type,3d,cocos/3d/assets/mesh.jsb.ts,41,,,,,,no public Rust symbol candidate found by current scanner,export type IStruct = JsbMesh.IStruct;,
missing,ICreateInfo,type,3d,cocos/3d/assets/mesh.jsb.ts,42,,,,,,no public Rust symbol candidate found by current scanner,export type ICreateInfo = JsbMesh.ICreateInfo;,
same-name,Mesh,type,3d,cocos/3d/assets/mesh.jsb.ts,44,Mesh,trait,3d,src/3d/asset.rs,29,name-normalized exact match in equivalent module,export type Mesh = JsbMesh;,pub trait Mesh: RefCounted {
same-name,Mesh,const,3d,cocos/3d/assets/mesh.jsb.ts,45,Mesh,trait,3d,src/3d/asset.rs,29,name-normalized exact match in equivalent module,export const Mesh: typeof JsbMesh = jsb.Mesh;,pub trait Mesh: RefCounted {
same-name,Mesh,namespace,3d,cocos/3d/assets/mesh.ts,61,Mesh,trait,3d,src/3d/asset.rs,29,name-normalized exact match in equivalent module,export declare namespace Mesh {,pub trait Mesh: RefCounted {
missing,IBufferView,interface,3d,cocos/3d/assets/mesh.ts,62,,,,,,no public Rust symbol candidate found by current scanner,export interface IBufferView {,
missing,IVertexBundle,interface,3d,cocos/3d/assets/mesh.ts,74,,,,,,no public Rust symbol candidate found by current scanner,export interface IVertexBundle {,
missing,IMeshCluster,interface,3d,cocos/3d/assets/mesh.ts,92,,,,,,no public Rust symbol candidate found by current scanner,export interface IMeshCluster {,
renamed-candidate,ISubMesh,interface,3d,cocos/3d/assets/mesh.ts,103,SubMesh,struct,3d,src/3d/mesh.rs,57,similar-name candidate only; manual signature and behavior review required,export interface ISubMesh {,pub struct SubMesh {
missing,IDynamicInfo,interface,3d,cocos/3d/assets/mesh.ts,139,,,,,,no public Rust symbol candidate found by current scanner,export interface IDynamicInfo {,
missing,IDynamicStruct,interface,3d,cocos/3d/assets/mesh.ts,163,,,,,,no public Rust symbol candidate found by current scanner,export interface IDynamicStruct {,
missing,IStruct,interface,3d,cocos/3d/assets/mesh.ts,181,,,,,,no public Rust symbol candidate found by current scanner,export interface IStruct {,
missing,ICreateInfo,interface,3d,cocos/3d/assets/mesh.ts,254,,,,,,no public Rust symbol candidate found by current scanner,export interface ICreateInfo {,
same-name,Mesh,class,3d,cocos/3d/assets/mesh.ts,280,Mesh,trait,3d,src/3d/asset.rs,29,name-normalized exact match in equivalent module,export class Mesh extends Asset {,pub trait Mesh: RefCounted {
missing,decodeMesh,function,3d,cocos/3d/assets/mesh.ts,1521,,,,,,no public Rust symbol candidate found by current scanner,export function decodeMesh (mesh: Mesh.ICreateInfo): Mesh.ICreateInfo {,
missing,inflateMesh,function,3d,cocos/3d/assets/mesh.ts,1588,,,,,,no public Rust symbol candidate found by current scanner,export function inflateMesh (mesh: Mesh.ICreateInfo): Mesh.ICreateInfo {,
missing,dequantizeMesh,function,3d,cocos/3d/assets/mesh.ts,1596,,,,,,no public Rust symbol candidate found by current scanner,export function dequantizeMesh (mesh: Mesh.ICreateInfo): Mesh.ICreateInfo {,
missing,MorphRendering,interface,3d,cocos/3d/assets/morph-rendering.ts,48,,,,,,no public Rust symbol candidate found by current scanner,export interface MorphRendering {,
missing,MorphRenderingInstance,interface,3d,cocos/3d/assets/morph-rendering.ts,57,,,,,,no public Rust symbol candidate found by current scanner,export interface MorphRenderingInstance {,
missing,createMorphRendering,function,3d,cocos/3d/assets/morph-rendering.ts,89,,,,,,no public Rust symbol candidate found by current scanner,"export function createMorphRendering (mesh: Mesh, gfxDevice: Device): MorphRendering {",
missing,StdMorphRendering,class,3d,cocos/3d/assets/morph-rendering.ts,102,,,,,,no public Rust symbol candidate found by current scanner,export class StdMorphRendering implements MorphRendering {,
same-name,MorphTarget,interface,3d,cocos/3d/assets/morph.ts,32,MorphTarget,struct,3d,src/3d/model.rs,20,name-normalized exact match in equivalent module,export interface MorphTarget {,pub struct MorphTarget {
missing,SubMeshMorph,interface,3d,cocos/3d/assets/morph.ts,44,,,,,,no public Rust symbol candidate found by current scanner,export interface SubMeshMorph {,
same-name,Morph,interface,3d,cocos/3d/assets/morph.ts,69,morph,mod,3d,src/3d/models/mod.rs,6,name-normalized exact match in equivalent module,export interface Morph {,pub mod morph;
same-name-candidate,Skeleton,const,3d,cocos/3d/assets/skeleton.jsb.ts,33,skeleton,mod,spine,src/spine/mod.rs,4,name-normalized exact match in a different module; manual review required,export const Skeleton: typeof JsbSkeleton = jsb.Skeleton;,pub mod skeleton;
same-name-candidate,Skeleton,type,3d,cocos/3d/assets/skeleton.jsb.ts,34,skeleton,mod,spine,src/spine/mod.rs,4,name-normalized exact match in a different module; manual review required,export type Skeleton = JsbSkeleton;,pub mod skeleton;
same-name-candidate,Skeleton,class,3d,cocos/3d/assets/skeleton.ts,35,skeleton,mod,spine,src/spine/mod.rs,4,name-normalized exact match in a different module; manual review required,export class Skeleton extends Asset {,pub mod skeleton;
